video_id,channel_id,channel_title,niche,title,view_count,like_count,comment_count,duration_seconds,engagement_rate,day_of_week,hour_of_day,duration_category,channel_median_views,performance_ratio,performance_label,title_length,word_count,has_number,has_dollar,has_rupee,has_question,has_exclamation,has_vs,has_challenge,has_hours,has_last,has_win,has_free,has_extreme,has_best,has_worst,has_every,has_first,has_only,has_never,has_days,has_review,has_how,has_why,has_what,duration_encoded
GNO4OtYoCYk,19,Jeff Nippard,fitness,The Best And Worst Biceps Exercises,8463505,219967,6420,983,2.6748610652442455,5,14,long,5929106.0,1.427450445311654,High,35,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
QvKlBefnr8w,19,Jeff Nippard,fitness,These Are The Exercises I Use Partial Reps On,2013123,128893,720,56,6.43840440946728,1,13,short,5929106.0,0.3395323004850984,Low,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMgyCyT4Zc0,19,Jeff Nippard,fitness,My Own Study Proved Me Wrong?,3092570,172374,1225,52,5.613421846554807,3,14,short,5929106.0,0.5215912820583744,Medium,29,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBPBBMgkp1s,19,Jeff Nippard,fitness,I Lost Muscle,19452187,875004,3088,51,4.514104249563301,0,14,short,5929106.0,3.2807959581090302,Viral,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qxl5mL7gzlg,19,Jeff Nippard,fitness,Everyone Thinks I'm Wrong About Training,3306387,152748,8823,783,4.886633052936634,1,14,long,5929106.0,0.5576535484438969,Medium,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
3Y2vxKsaK9A,19,Jeff Nippard,fitness,How To Do Cardio (Without Losing Muscle),9439960,434818,3044,54,4.638388298255501,5,13,short,5929106.0,1.5921388485886405,High,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jeZb2gvsahQ,19,Jeff Nippard,fitness,Is One Hard Set All You Need?,14858351,760872,4663,58,5.152220458380611,0,13,short,5929106.0,2.5060019166464556,High,29,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SgyUoY0IZ7A,19,Jeff Nippard,fitness,The Best And Worst Shoulder Exercises,7384442,190572,4042,799,2.6354597950664385,1,13,long,5929106.0,1.2454562289829192,High,37,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
RQy1JQl5qYc,19,Jeff Nippard,fitness,When To Add More Sets,2049876,141422,558,60,6.926272613562967,3,16,short,5929106.0,0.3457310427575422,Low,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oNJ7QvMH2Iw,19,Jeff Nippard,fitness,IFBB Pro vs Science Lifter: Who’s Stronger,28568713,1318474,6388,60,4.637457767173481,0,17,short,5929106.0,4.818384592888034,Viral,42,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kr7P4bNdnsw,19,Jeff Nippard,fitness,What Is The Muscle Ladder?,1129000,105671,774,49,9.428255093002658,2,16,short,5929106.0,0.1904165653304225,Low,26,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nDh_BlnLCGc,19,Jeff Nippard,fitness,How To Leg Press With Perfect Technique,6641128,347610,1690,59,5.259648662094753,3,16,short,5929106.0,1.1200892680953924,High,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SqQxuEpXnF4,19,Jeff Nippard,fitness,Do You Have A Perfect Lat Pulldown? (Find Out),12603163,675453,1166,51,5.368644363323715,1,16,short,5929106.0,2.1256430564742814,High,46,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aO3YYe1hHgE,19,Jeff Nippard,fitness,The Most Annoying Bench Press Mistakes!,12209779,542693,3405,50,4.47262804674843,1,16,short,5929106.0,2.059295111269726,High,39,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ztNBgrGy6FQ,19,Jeff Nippard,fitness,A Better Way To Do Leg Extensions,9702307,526479,2190,55,5.448899936891298,6,14,short,5929106.0,1.6363861600720244,High,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDNmqHuw1hc,19,Jeff Nippard,fitness,Giving $1000 To The Smartest Gym Bro,2756475,204488,867,50,7.449913385755358,1,15,short,5929106.0,0.46490567043328285,Low,36,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUest32tbro,19,Jeff Nippard,fitness,THIS Is The Best Nutrition App,3624320,149639,1652,54,4.174327873918418,0,14,short,5929106.0,0.6112759663935845,Medium,30,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EWC8_vp-bWI,19,Jeff Nippard,fitness,Do Bigger Muscles Equal More Sex?,4269836,142370,9502,952,3.5568579214752036,6,14,long,5929106.0,0.7201483663810362,Medium,33,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PEiIOW7HGnA,19,Jeff Nippard,fitness,99% Make This Technique Mistake,7516830,459006,1943,45,6.132225951631206,0,15,short,5929106.0,1.2677847216764213,High,31,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McXybGnPFvg,19,Jeff Nippard,fitness,Cut Your Workouts In Half (Trust Me),19634825,932218,4349,56,4.769927921435511,1,14,short,5929106.0,3.3115995902249007,Viral,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dGGZ5TZMXTE,19,Jeff Nippard,fitness,Asking People EASY Fitness Questions,8355968,586536,1271,55,7.034576963434996,1,13,short,5929106.0,1.409313309628804,High,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k0J8URJfUTg,19,Jeff Nippard,fitness,Everyone Is Confused About Progressive Overload,14814744,756958,1942,50,5.1225994860255435,3,13,short,5929106.0,2.49864718222275,High,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
qIF6dliCKC0,19,Jeff Nippard,fitness,The Most Ridiculous Attack On Science-Based Lifters,9512939,536863,3334,51,5.678550025391732,6,13,short,5929106.0,1.604447449581775,High,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xK6DoHBXTdw,19,Jeff Nippard,fitness,This Is Why Your Calves Won’t Grow,33673236,1517324,7477,49,4.528228293829557,4,13,short,5929106.0,5.679310843827046,Viral,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kIXcoivzGf8,19,Jeff Nippard,fitness,The Best & Worst QUAD Exercises (Ranked Using Science),3709998,109946,3521,741,3.0584113522433167,1,14,long,5929106.0,0.6257263742628315,Medium,54,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
lmClPGvdWTI,19,Jeff Nippard,fitness,Steroids Are Awesome,7692143,284046,12974,967,3.861342671346594,0,15,long,5929106.0,1.2973529230207725,High,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VsmSkg2h4d8,19,Jeff Nippard,fitness,Everyone Is Confused About Training To Failure,6665443,363594,1434,51,5.476425197845065,4,14,short,5929106.0,1.1241902236188728,High,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Z-5DtaY53pc,19,Jeff Nippard,fitness,Do Fitness Influencers Actually Know Fitness?,17654301,1015655,1618,57,5.762182258023129,0,15,short,5929106.0,2.9775654204866635,High,45,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pf_fz2aQpyg,19,Jeff Nippard,fitness,The Best Way To Do “3 Sets Of 10”,13431201,673595,2747,53,5.035603294150687,1,16,short,5929106.0,2.2652995240766485,High,33,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OpRMRhr0Ycc,19,Jeff Nippard,fitness,The Best & Worst TRICEPS Exercises (Ranked Using Science),8456741,214588,3668,894,2.58085236381249,4,15,long,5929106.0,1.4263096325145814,High,57,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
pZlr90LUDcU,19,Jeff Nippard,fitness,Top 4 OVERRATED Exercises (Do These Instead!),14000215,588803,2404,60,4.222842292064801,6,15,short,5929106.0,2.361269135684199,High,45,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HeovYNoZDRg,19,Jeff Nippard,fitness,A Better Way To Do Lateral Raises,17160187,834150,3860,48,4.883454941370976,4,15,short,5929106.0,2.8942284047544438,High,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lPDBUyecfN4,19,Jeff Nippard,fitness,Will Pro Bodybuilders Listen To Science?,17400852,832235,3639,55,4.803638350581914,1,15,short,5929106.0,2.9348188411541303,High,40,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gunZRs8g6q8,19,Jeff Nippard,fitness,Science Nerd Vs Pro Bodybuilders,3320307,114633,3185,876,3.5484068190080014,6,15,long,5929106.0,0.5600012885585112,Medium,32,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hnSqbBk15tw,19,Jeff Nippard,fitness,Stop Messing Up Your Lat Pulldowns,14235231,666571,1756,48,4.694879907463392,1,15,short,5929106.0,2.40090681461927,High,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5CXx_jgTDE,19,Jeff Nippard,fitness,A Better Way To Train Rear Delts,11608977,579609,2819,34,5.017048444492568,0,17,short,5929106.0,1.9579641517625086,High,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sah-sHCZDS0,19,Jeff Nippard,fitness,The BEST Exercises For Bigger Triceps,7015110,366232,1198,58,5.2376940632434845,1,15,short,5929106.0,1.1831648818557132,High,37,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B_2meD6SSNA,19,Jeff Nippard,fitness,Flat Vs Incline (Which Is Better?),5850707,321901,1595,41,5.529177926701849,3,15,short,5929106.0,0.9867772645656866,Medium,34,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lh3iMIcbkBQ,19,Jeff Nippard,fitness,Grow Your Hamstrings 1.5x Faster (New Research),2601540,127953,718,50,4.945955088140102,2,16,short,5929106.0,0.438774412196375,Low,47,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZaTM37cfiDs,19,Jeff Nippard,fitness,How To Deadlift With Perfect Technique (Step By Step),12097690,457254,1756,56,3.7941954207786774,6,15,short,5929106.0,2.0403902375838787,High,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
j5f_0rNkPwU,19,Jeff Nippard,fitness,Top 4 BICEPS Exercises (Brutal Stretch!),8862720,478973,1628,56,5.422725754621606,0,16,short,5929106.0,1.4947818440081861,High,40,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fGm-ef-4PVk,19,Jeff Nippard,fitness,The Best And Worst Chest Exercises (Ranked By Science),9090956,229122,4421,904,2.56895974416772,0,18,long,5929106.0,1.533276011594328,High,54,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
f1jxDS-kr1g,19,Jeff Nippard,fitness,3 New Exercises You Should Try,7250346,369171,3971,50,5.146540592683438,6,15,short,5929106.0,1.2228396658788019,High,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PjBdgLNxud0,19,Jeff Nippard,fitness,I Watched Every Sam Sulek Video (A Scientific Analysis),36075619,1642719,11969,52,4.586721020642778,2,17,short,5929106.0,6.0844955377758465,Viral,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ml5uvpfXcLU,19,Jeff Nippard,fitness,The Science Behind Sam Sulek’s Training,5215013,146626,4659,761,2.9009515412521503,2,16,long,5929106.0,0.8795614380987623,Medium,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
f_OGBg2KxgY,19,Jeff Nippard,fitness,Stop Messing Up Lateral Raises (Easy Fix),11211851,457936,1499,44,4.09776226958421,0,15,short,5929106.0,1.8909850827426598,High,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fgSyNdEsqlM,19,Jeff Nippard,fitness,A Better Way To Do Rows,4954549,257483,787,44,5.212785260575685,5,15,short,5929106.0,0.8356317124369171,Medium,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hWbUlkb5Ms4,19,Jeff Nippard,fitness,How To Bench Press With Perfect Technique (5 Steps),12211669,559888,1367,51,4.596054806267677,3,16,short,5929106.0,2.0596138777077018,High,51,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jLvqKgW-_G8,19,Jeff Nippard,fitness,The Best And Worst Back Exercises (Ranked By Science),10760333,275611,5320,736,2.610802100641309,0,16,long,5929106.0,1.814832286688752,High,53,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
0BNhpx_nxDM,19,Jeff Nippard,fitness,The Problem With Ab Workouts,11019950,539550,2889,42,4.922336308240963,5,15,short,5929106.0,1.8586191577617266,High,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60gZOXu5gcQ,19,Jeff Nippard,fitness,Top 4 QUAD Exercises (Brutal Stretch!),6856841,450618,1290,49,6.590615124369954,5,16,short,5929106.0,1.1564713128758366,High,38,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3TN4otAxzZk,19,Jeff Nippard,fitness,4 Amazing Chest Builders You’re Missing Out On,14045999,670696,1303,59,4.784273443277335,0,15,short,5929106.0,2.3689910418197955,High,46,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TcbEWOMo5nE,19,Jeff Nippard,fitness,THIS Is Optimal Technique For Muscle Growth,13569827,845675,3895,45,6.260728305526666,3,15,short,5929106.0,2.288680114674961,High,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tn-XvYG9x7w,19,Jeff Nippard,fitness,Get Abs In 60 Days (Using Science),11418562,329334,5306,570,2.9306667512073763,0,16,medium,5929106.0,1.9258488547851902,High,34,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PPmvh7gBTi0,19,Jeff Nippard,fitness,Do You Have A Perfect Squat? (Find Out),14053972,626352,1687,53,4.468765129174869,5,15,short,5929106.0,2.370335763941478,High,39,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0RHcN9teWA,19,Jeff Nippard,fitness,Why Natty Or Not Videos Suck 👎,1368264,35750,810,23,2.6719989709588208,0,17,short,5929106.0,0.2307707097832287,Low,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
An0yx-10fes,19,Jeff Nippard,fitness,The Best Pre & Post-Workout Meals (According To Science),14924134,734294,2445,43,4.93656114317923,5,15,short,5929106.0,2.517096843942409,High,56,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zyFPuSyLaZI,19,Jeff Nippard,fitness,52 Sets: What’s All The Hype About?,3026846,162779,1958,60,5.442529947014153,5,15,short,5929106.0,0.5105063056723897,Medium,35,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEOjsbQ5wYE,19,Jeff Nippard,fitness,OVERRATED: The Worst Fitness Advice Ever,5922241,187342,6423,854,3.2718188942327746,5,15,long,5929106.0,0.9988421525943372,Medium,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
lf8cleyFDYM,19,Jeff Nippard,fitness,4 Amazing Lat Exercises You’re Missing Out On,16539351,892357,1816,60,5.406336681530006,3,17,short,5929106.0,2.7895185210046844,High,45,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21lYP86dHW4,19,Jeff Nippard,fitness,Top 3 Shoulder Exercises For 3D Delts,7982775,233249,3880,672,2.970508375846745,3,17,long,5929106.0,1.3463707682068764,High,37,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
z-qyyD726o4,19,Jeff Nippard,fitness,Is Sam Sulek’s Training Dumb?,10893896,514128,3413,52,4.750742984878872,0,14,short,5929106.0,1.8373589542841704,High,29,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ftpH4-xFGQI,19,Jeff Nippard,fitness,The World's Smartest Muscle Building Technique,2909086,67313,2056,686,2.3845633989507355,3,16,long,5929106.0,0.4906449640131244,Low,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
czkGj5vJEFQ,19,Jeff Nippard,fitness,My New Science-Based Full Body Workout For Pure Bodybuilding,8982770,400490,1161,35,4.47134903821427,5,15,short,5929106.0,1.515029415901824,High,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71op1DQ2gyo,19,Jeff Nippard,fitness,How To Train For Pure Muscle Growth,3147359,97820,1926,872,3.169196777361591,6,16,long,5929106.0,0.5308319669103572,Medium,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
qg3B1Uu6dto,19,Jeff Nippard,fitness,How To Force New Chest Growth (Using Integrated Partials),5112827,323658,1362,45,6.3569528169054035,2,14,short,5929106.0,0.8623267993522127,Medium,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T0ySHTwFGzc,19,Jeff Nippard,fitness,How Much Protein Do You Need For Muscle Growth?,9848454,458900,2897,57,4.68903037979362,1,15,short,5929106.0,1.661035238702091,High,47,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s0ucinlkWQ0,19,Jeff Nippard,fitness,OVERRATED: Explaining Controversial Fitness Topics,2254535,85530,2526,798,3.9057277886570847,3,15,long,5929106.0,0.3802487255245563,Low,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CywhB_MNJ6o,19,Jeff Nippard,fitness,The Worst Triceps Mistake Everyone Is Making,12762521,603036,2609,57,4.745496598986987,0,16,short,5929106.0,2.1525202956398486,High,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
iOITeorSh8I,19,Jeff Nippard,fitness,The 6-12 Hypertrophy Rep Range Is A Myth,7186456,335091,1796,53,4.687804392039693,1,15,short,5929106.0,1.2120640109992973,High,40,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QpwaI20pm4U,19,Jeff Nippard,fitness,Does Creatine Cause Hair Loss? (Science Explained),2756040,125602,2035,54,4.631173713008519,2,15,short,5929106.0,0.4648323035547012,Low,50,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z9mlsyV7Hek,19,Jeff Nippard,fitness,Creatine: Everything You Need To Know,30495033,1156631,8512,60,3.8207632042896957,0,15,short,5929106.0,5.143276743576519,Viral,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8zWDuWKdBZU,19,Jeff Nippard,fitness,The Perfect Leg Day (According To Science),2748851,63299,1045,471,2.3407598301981447,0,17,medium,5929106.0,0.4636198104739568,Low,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
VD9p9tEP9RE,19,Jeff Nippard,fitness,How Much Muscle Can You Build With & Without Steroids?,5293933,161457,9030,827,3.2204223211740683,0,15,long,5929106.0,0.8928720451278827,Medium,54,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
DXL18E7QRbk,19,Jeff Nippard,fitness,The Perfect Pull Workout (According To Science),4072815,79184,1093,498,1.9710445969188386,0,15,medium,5929106.0,0.6869189048062221,Medium,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
b6ouj88iBZs,19,Jeff Nippard,fitness,The Perfect Push Workout (According To Science),3751593,85810,1056,625,2.315443066452038,0,15,long,5929106.0,0.6327417657906605,Medium,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
g9QGQJ1ypp0,19,Jeff Nippard,fitness,"How To Increase Your Metabolism (Eat More, Lose More)",5682889,153483,3049,868,2.7544440864496913,6,17,long,5929106.0,0.9584731661063236,Medium,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1pB-lkdoEnI,19,Jeff Nippard,fitness,Training Legs with Dr. Layne Norton,751044,20073,638,1107,2.7576280484232614,1,15,long,5929106.0,0.126670698752898,Low,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
l7jIU_73ZaM,19,Jeff Nippard,fitness,The Worst Nutrition Mistakes Every Lifter Makes,3908068,106169,2318,701,2.775975238916007,0,15,long,5929106.0,0.6591327596436967,Medium,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
H6mRkx1x77k,19,Jeff Nippard,fitness,The Ultimate Science-Based Leg Day For Muscle Growth (2023),5179026,114323,1516,680,2.2366946989646315,1,16,long,5929106.0,0.8734918889964187,Medium,59,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
spKGN0XzErU,19,Jeff Nippard,fitness,"The Ultimate PULL Workout For Muscle Growth [Back, Biceps, Rear Delts] (2023)",3165442,68536,932,702,2.194575038809746,6,16,long,5929106.0,0.5338818364859728,Medium,77,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
roHQ3F7d9YQ,19,Jeff Nippard,fitness,How To Get Lean & STAY Lean Forever (Using Science),8645685,235334,4801,882,2.7775127129891963,0,15,long,5929106.0,1.45817683138065,High,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
c3pbe3qzatQ,19,Jeff Nippard,fitness,"The Ultimate Push Workout For Muscle Growth [Chest, Shoulders, Triceps] (2023)",3417101,78283,1533,796,2.335781119726926,0,17,long,5929106.0,0.5763265153296298,Medium,78,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
eMjyvIQbn9M,19,Jeff Nippard,fitness,The Best Science-Based Minimalist Workout Plan (Under 45 Mins),5531320,143130,2274,788,2.628739613690765,1,16,long,5929106.0,0.9329096157160962,Medium,62,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
xc4OtzAnVMI,19,Jeff Nippard,fitness,How To Train Like A Minimalist (More Gains In Less Time),3414230,125294,2810,794,3.7520612261036894,6,16,long,5929106.0,0.5758422939309906,Medium,56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
larBqTjA7-g,19,Jeff Nippard,fitness,The Ugly Truth About Getting Shredded (Science Explained),2785693,76190,2666,617,2.8307498349602773,2,15,long,5929106.0,0.4698335634410989,Low,57,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
unowqBYbWeg,19,Jeff Nippard,fitness,The Worst Supplements Everyone Takes For Muscle Growth (Science Explained),2488501,60527,2620,713,2.5375517229046722,2,15,long,5929106.0,0.4197093119940848,Low,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
NsEbXsTwas8,19,Jeff Nippard,fitness,The Best & Worst Chest Exercises To Build Muscle (Ranked!),3837379,83928,1940,842,2.237673161811747,6,14,long,5929106.0,0.6472103888849348,Medium,58,10,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
keBZfGAmq2Q,19,Jeff Nippard,fitness,Is Being Fat A Choice? (My Response),1848393,88493,6767,684,5.153665914121077,1,16,long,5929106.0,0.31174902253391995,Low,36,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
EbfdMaV7qqM,19,Jeff Nippard,fitness,How To Make Gains At Every Fitness Level (ft. Picture Fit),1195921,54707,1052,679,4.662431715807315,6,15,long,5929106.0,0.20170342712712508,Low,58,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
yRYkhPBljYk,19,Jeff Nippard,fitness,Is The Sumo Deadlift Cheating? (Response To CBum),1914852,85211,6625,636,4.795984232723991,0,15,long,5929106.0,0.32295796364578405,Low,49,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Pok0Jg2JAkE,19,Jeff Nippard,fitness,The Smartest Way To Use Protein To Build Muscle (Science Explained),10524927,328244,5429,620,3.1703117750840457,3,14,long,5929106.0,1.7751288305521946,High,67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LT_aBQatj5s,19,Jeff Nippard,fitness,When And How To Deload (Science Explained),1290022,48423,1326,498,3.8564458590628687,3,15,medium,5929106.0,0.21757445388900115,Low,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ekQxEEjYLDI,19,Jeff Nippard,fitness,Junk Volume: Why You Must Avoid It For Max Muscle,3621760,98471,3097,595,2.8043823997172646,0,16,medium,5929106.0,0.6108441980966439,Medium,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s_lcSDTnZG0,19,Jeff Nippard,fitness,Turkesterone Explained: What's All The Hype About?,3672666,79361,3824,583,2.2649759057861507,4,16,medium,5929106.0,0.6194299781451031,Medium,50,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZE35M3OgmRM,19,Jeff Nippard,fitness,What I Eat In A Day Explained,1196527,32080,1315,1043,2.7909942692475807,3,15,long,5929106.0,0.20180563477866648,Low,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
